لە	لە	ADP
وڵات	وڵاتانی	N;PL;LGSPEC1
ماکۆ	ماکۆ	PROPN
یان	یان	CONJ
چوارچێوە	چوارچێوەی	N;LGSPEC1
دهۆک	دهۆک	PROPN
ناوچە	ناوچەی	N;LGSPEC1
کاسیاس	کاسیاسی	PROPN;LGSPEC1
کۆمەڵکوژی	کۆمەڵکوژی	ADJ
لەئێرە	لێرەدا	ADP;N;LGSPEC4(DA)
لە+ئەو	لەو	ADP + ADJ
پەرلەمان	پەرلەمانی	N;LGSPEC9(3S)
ئەو	ئەوەی	PRO;LGSPEC6;LGSPEC1
کردن	دەکەنەوە	V;PRS;IND;ARGNO3P;LGSPEC3
ڕانیە	ڕانیە	PROPN
سەرۆک	سەرۆک	N
زانکۆ	زانکۆی	N;LGSPEC1
هەبوون	هەبێت	V;PRS;SBJV;ARGAC3S
دان	دابوو	V;PST;PRF;IND;LGSPEC8(3S)
سێنا	سێنای	N;LGSPEC1
بەڵکوو	بەڵکوو	ADV
دەروونی	دەروونی	ADJ
مان	مانم	N;LGSPEC9(1S)
زایۆنی	زایۆنی	ADJ
تاڵەبانی	تاڵەبانی	PROPN
حاڵەت	حاڵەتی	N;LGSPEC1
تۆتنهام	تۆتنهام	PROPN
کار	کارێکیان	N;INDF;LGSPEC9(3P)
بەفەرمی	بەفەرمی	ADJ
کۆنگرە	کۆنگرەیەکی	N;INDF;LGSPEC1
دۆزین	دۆزییەوە	V;PST;IND;LGSPEC8(3S);LGSPEC3
شاردنەوە	شاراوەی	V.PTCP;LGSPEC6;LGSPEC1
کامڵبوون	کامڵبوونی	V.MSDR;LGSPEC1
لێ	لێیان	ADP;ARGDA3P
قارەمان	قارەمان	ADJ
هونەر	هونەری	N;LGSPEC1
هێز	هێزەکانی	N;DEF;PL;LGSPEC1
هەواڵدەری	هەواڵدەرییەکان	N;DEF;PL
خستن	بخاتە	V;PRS;SBJV;ARGNO3S;LGSPEC2
زیندانی	زیندانییانی	N;PL;LGSPEC1
تونس	تونس	PROPN
بوون	دەبیت	V;PRS;IND;ARGNO3S
مەترسی	مەترسییەکانی	N;DEF;PL;LGSPEC1
سەنجار	سەنجار	PROPN
کورد	کوردیان	ADJ;LGSPEC9(3P)
پاڵەوان	پاڵەوانەکان	ADJ;DEF;PL
خواردن	بخۆم	V;PRS;SBJV;ARGNO1S
بەلجیکا	بەلجیکا	PROPN
بەرهەم	بەرهەم	PROPN
تا	تا	ADP
دووکاندار	دووکاندارە	N;LGSPEC1
مەریوان	مەریوان	PROPN
جەماوەر	جەماوەری	N;LGSPEC1
مەروان	مەروان	PROPN
ناڕەزایی	ناڕەزایییەکی	N;INDF;LGSPEC1
شاخ	شاخە	N;LGSPEC6
موساد	موساد	PROPN
ئەمشەو	ئەمشەو	ADV
بزووتنەوە	بزووتنەوەی	V.MSDR;LGSPEC1
قەرەبووکردن	قەرەبووکردنەوەیە	V.MSDR;LGSPEC6
ڕێکخراو	ڕێکخراوێکی	ADJ;INDF;LGSPEC1
ئەندازیار	ئەندازیار	N
مەحکووم	مەحکووم	ADJ
ڕێز	ڕێز	N
هەڵکۆڵین	هەڵدەکۆڵم	V;PRS;IND;ARGNO1S
متبوون	متبوون	V.MSDR
هۆشبەر	هۆشبەرەکان	ADJ;DEF;PL
لایەن	لایەنەکان	N;DEF;PL
کۆیلەکچانی	کۆیلەکچانی	N;LGSPEC1
کوردستانی	کوردستانی	ADJ
شلە	شلە	N
مونڤێر	مونڤێر	PROPN
پتر	پتر	ADJ;CMPR
من	من	PRO;1;SG
مافخوازی	مافخوازیی	N;LGSPEC1
دادگا	دادگای	N;LGSPEC1
زومار	زوماردا	PROPN;LGSPEC4(DA)
هۆڵەندا	هۆڵەندا	PROPN
پێکهێنان	پێکهێنانی	V.MSDR;LGSPEC1
ئۆجالان	ئۆجالان	PROPN
یاسایی	یاسایی	ADJ
باس	باسی	N;LGSPEC1
ڕەوانە	ڕەوانەی	N;LGSPEC1
شارەوانی	شارەوانییەکانی	N;DEF;PL;LGSPEC1
میسر	میسر	PROPN
هاتن	هاتووەتەوە	V;PRS;PRF;IND;ARGNO3S;LGSPEC3
خۆ	خۆی	PRO;REFL;PSS3S
سەپان	سەپا	V;PST;IND;ARGNO3S
بەرپرس	بەرپرسانی	ADJ;PL;LGSPEC1
ئایین	ئایینی	N;LGSPEC1
ڕژێم	ڕژێمی	N;LGSPEC1
چوون	چووە	V;PST;IND;ARGNO3S;LGSPEC2
داوا	داوا	N
یەکینە	یەکینەکانی	N;DEF;PL;LGSPEC1
لەیەک	لێک	ADP;PRO
وەفد	وەفدێکی	N;INDF;LGSPEC1
نێودەوڵەتی	نێودەوڵەتی	ADJ
کەس	کەس	N
کردن	کرد	V;PST;IND;LGSPEC8(3S)
کارگە	کارگە	N
بوون	نابێ	V;PRS;IND;NEG;ARGNO3S
خەڵەتان	ئەخڵەتێنێ	V;PRS;IND;CAUS;ARGNO3S
تابلۆ	تابلۆیەکدا	N;INDF;LGSPEC4(DA)
وی	وی	PRO;3;SG
قەدر	قەدری	PROPN;LGSPEC1
گرتن	وەریدەگرن	V;PRS;IND;ARGNO3P
یانە	یانەیە	N;LGSPEC7(3S)
گەورە	گەورەی	ADJ;LGSPEC1
ئاگا	ئاگای	N;LGSPEC1
سەلەفی	سەلەفییە	ADJ;LGSPEC6
دەرمان	دەرمان	N
وەستان	دەوەستێت	V;PRS;IND;ARGNO3S
پۆگبا	پۆگبا	PROPN
لیست	لیستی	N;LGSPEC1
هەر	هەر	ADJ
ڕووسیا	ڕووسیا	PROPN
دەوڵەت	دەوڵەتدا	N;LGSPEC4(DA)
سەحوە	سەحوە	PROPN
خومەینی	خومەینی	PROPN
زۆر	زۆرترین	ADJ;SPRL
ڕەنگاڵە	ڕەنگاڵە	N
دژ	دژی	ADJ;LGSPEC1
شەهیری	شەهیری	PROPN
ئاسان	ئاسانە	ADJ;LGSPEC7(3S)
ئیدارە	ئیدارەی	N;LGSPEC1
ئەحمەد	ئەحمەدە	PROPN;LGSPEC7(3S)
نۆژەنکردن	نۆژەنکردنەوەی	V.MSDR;LGSPEC1
دە	دەیان	NUM;PL
فینلاند	فینلاندی	PROPN;LGSPEC1
فابریگاس	فابریگاس	PROPN
گۆڕین	گۆڕینی	V.MSDR;PSS3S
بێ	بێ	ADP
زۆرینە	زۆرینەی	N;LGSPEC1
مام	مام	N
پێویست	پێویستی	ADJ;LGSPEC9(3S)
جبووری	جبووری	PROPN
پیرانشاری	پیرانشاری	ADJ
نۆڤامبر	نۆڤامبری	PROPN;LGSPEC1
ڕۆحی	ڕۆحییەکان	N;DEF;PL
خۆ	خۆتانمان	PRO;REFL;PSS2P;LGSPEC9(1P)
پۆست	پۆستەکەی	N;DEF;LGSPEC1
هێنان	هێناوەتە	V;PRS;PRF;IND;LGSPEC8(3S);LGSPEC2
ڕەنگپەڕین	ڕەنگپەڕیوی	V.PTCP;LGSPEC1
شتن	شۆردنی	V.MSDR;LGSPEC1
هاتن	هات	V;PST;IND;ARGNO3S
لەش	لەشی	N;LGSPEC1
ئاخۆ	ئاخۆ	CONJ
چەکدار	چەکداری	ADJ;LGSPEC1
هەموو	هەموو	ADJ
فرۆشتن	فرۆشرا	V;PST;IND;PASS;ARGNO3S
خاوێن	خاوێنی	ADJ;LGSPEC9(3S)
لایەنگری	لایەنگریی	N;LGSPEC9(3S)
مادی	مادییەکانی	ADJ;DEF;PL;LGSPEC1
شیعە	شیعە	N
سنوور	سنوورەکانیان	N;DEF;PL;LGSPEC9(3P)
ئەو	ئەوەش	PRO;LGSPEC6;LGSPEC5
کردن	کردوویانەتە	V;PRS;PRF;IND;ARGER3P;ARGAB3S;LGSPEC2
خوازیار	خوازیارین	ADJ;PSS3S;LGSPEC7(3P)
لەناو	لەناو	ADP
ساڵ	ساڵ	N
چاو	چاوێکم	N;INDF;LGSPEC9(1S)
ئەنجومەن	ئەنجومەنی	N;LGSPEC1
ئەحمەد	ئەحمەد	PROPN
گوتن	ناڵێم	V;PRS;IND;NEG;ARGNO1S
نیشتمانی	نیشتمانیی	ADJ;LGSPEC1
کەسایەتی	کەسایەتییەکی	N;INDF;LGSPEC1
پێنج	پێنج	NUM
قانع	قانع	PROPN
گواردیۆلا	گواردیۆلا	PROPN
یەکڕیزی	یەکڕیزیی	N;LGSPEC1
توندوتیژی	توندوتیژی	N
بوار	بوارە	N;LGSPEC6
کۆشش	کۆششی	N;LGSPEC1
ناخۆش	ناخۆشە	ADJ;LGSPEC7(3S)
وڵات	وڵات	N
بەرشەلۆنە	بەرشەلۆنە	PROPN
کۆمەڵگا	کۆمەڵگایەکی	N;INDF;LGSPEC1
بوون	بین	V;PRS;SBJV;ARGNO1P
گیان	گیانی	N;LGSPEC9(3S)
ڕاهێنان	ڕاهێنانەکانی	V.MSDR;DEF;PL;PSS3S
مۆنۆدراما	مۆنۆدرامای	N;LGSPEC1
هیچ	هیچت	PRO;3;SG
چاودێر	چاودێرانی	N;PL;LGSPEC1
پڕ	پڕ	ADJ
وەرگرتن	وەرگرتنە	V.MSDR;LGSPEC7(3S)
کرماشان	کرماشان	PROPN
ڕێوڕەسم	ڕێوڕەسمی	N;LGSPEC1
تەنیا	تەنیا	ADV
بان	بانەوە	N;LGSPEC4(EWE)
سەر	سەری	N;LGSPEC1
ژیان	بژیم	V;PRS;SBJV;ARGNO1P
دووگیان	دووگیانەکان	ADJ;DEF;PL
قیژاندن	دەقیژێنم	V;PRS;IND;ARGNO1S
بوون	بوو	V;PST;IND;ARGNO3S
دان	دا	V;PST;IND;LGSPEC8(3S)
سنوور	سنووری	N;LGSPEC9(3S)
بوون	بێت	V;PRS;SBJV;ARGNO3S
لەسەرخۆ	لەسەرخۆ	ADJ
هەڵگرتن	هەڵگیرانی	V.MSDR;LGSPEC1
ڕاگەیشتن	ڕاگەیێنراوی	V.PTCP;LGSPEC1پێشێل	پێشێل	N
توانین	توانیویانە	V;PRS;PRF;IND;ARGER3P;ARGAB3S
دانان	دانراوە	V;PRS;PRF;IND;PASS;ARGNO3S
دڵ	دڵمان	N;PSS1P
عەرەب	عەرەب	ADJ
بەعس	بەعس	PROPN
زیندانی	زیندانییەکی	ADJ;INDF;LGSPEC1
ماوە	ماوەیەک	N;INDF
پێویست	پێویست	ADJ
یەکگرتوویی	یەکگرتوویی	N
گوتەبێژ	گوتەبێژی	N;LGSPEC1
ئانا	ئانا	PROPN
پرۆسە	پرۆسەی	N;LGSPEC1
چ	چ	ADJ
میللەت	میللەتی	N;LGSPEC1
تاوتوێ	تاوتوێی	N;LGSPEC1
ئیعدام	ئیعدامی	N;LGSPEC1
دەرەوە	دەرەوە	N
وا	وا	ADV
ئەمساڵ	ئەمساڵدا	N;LGSPEC4(DA)
ڕێکخراو	ڕێکخراوی	ADJ;LGSPEC1
دڵخۆش	دڵخۆشم	ADJ;LGSPEC7(1S)
ئاسمان	ئاسمانی	N;LGSPEC9(3S)
منداڵ	منداڵانی	N;PL;LGSPEC1
حەلەب	حەلەب	PROPN
هەرێم	هەرێمی	N;LGSPEC1
جگە	جگە	ADV
هەواڵ	هەواڵەکانی	N;DEF;PL;LGSPEC1
کات	کاتێکدا	N;INDF;LGSPEC4(DA)
مستەفا	مستەفا	PROPN
گەیشتن	دەگاتە	V;PRS;IND;ARGNO3S;LGSPEC2
ئاواز	ئاواز	PROPN
هەڵتۆقین	هەڵتۆقاندووە	V;PRS;PRF;IND;CAUS;LGSPEC8(3S)
ڕۆڵ	ڕۆڵی	N;LGSPEC1
پیس	پیسدا	ADJ;LGSPEC4(DA)
گیرۆدە	گیرۆدە	ADJ
فارس	فارسدا	ADJ;LGSPEC4(DA)
شەڕ	شەڕەکەی	N;DEF;LGSPEC1
مان	نەماوە	V;PRS;PRF;IND;NEG;ARGNO3S
کایە	کایەی	N;LGSPEC1
توانین	دەتوانێت	V;PRS;IND;ARGNO3S
پرۆگرام	پرۆگرامی	N;LGSPEC1
هەڵبژاردن	هەڵبژێرم	V;PRS;SBJV;ARGNO1S
گوتن	گوتی	V;PST;IND;ARGAB3S;ARGER3S
دەستنیشانکردن	دەستنیشانکردنی	V.MSDR;LGSPEC1
