´abdanan	´abdananě	N;INDF;SG;INFM
´abdanan	´abdananeke	N;DEF;SG
´abdanan	´abdananěk	N;INDF;SG
´abdanan	´abdanane	N;LGSPEC2
´abdanan	´abdananman	N;PSS1P
´abdanan	´abdananm	N;PSS1S
´abdanan	´abdananš	N;FOC
´abdanan	´abdanantan	N;PSS2P
´abdanan	´abdanant	N;PSS2S
´abdanan	´abdananyan	N;PSS3P
´abdanan	´abdanany	N;PSS3S;LGSPEC1
´abdanan	'em´abdanane	N;PROX
´abdanan	'ew´abdanane	N;REMT
´aqa	´aqae	N;LGSPEC2
´aqa	´aqakan	N;DEF;PL
´aqa	´aqake	N;DEF;SG
´aqa	´aqaman	N;PSS1P
´aqa	´aqam	N;PSS1S
´aqa	´aqatan	N;PSS2P
´aqa	´aqat	N;PSS2S
´aqa	´aqayan	N;INDF;PL;PSS3P
´aqa	´aqaye	N;INDF;SG;INFM
´aqa	´aqayě	N;INDF;SG;INFM
´aqa	´aqayek	N;INDF;SG;INFM
´aqa	´aqayěk	N;INDF;SG
´aqa	´aqay	N;PSS3S;LGSPEC1
´aqa	´aqayš	N;FOC
´aqa	'em´aqaye	N;PROX
´aqa	'ew´aqaye	N;REMT
´arjentyn	´arjentyně	N;INDF;SG;INFM
´arjentyn	´arjentyneke	N;DEF;SG
´arjentyn	´arjentyněk	N;INDF;SG
´arjentyn	´arjentyne	N;LGSPEC2
´arjentyn	´arjentynman	N;PSS1P
´arjentyn	´arjentynm	N;PSS1S
´arjentyn	´arjentynš	N;FOC
´arjentyn	´arjentyntan	N;PSS2P
´arjentyn	´arjentynt	N;PSS2S
´arjentyn	´arjentynyan	N;PSS3P
´arjentyn	´arjentyny	N;PSS3S;LGSPEC1
´arjentyn	'em´arjentyne	N;PROX
´arjentyn	'ew´arjentyne	N;REMT
´aw	´awan	N;INDF;PL
´aw	´awě	N;INDF;SG;INFM
´aw	´awekan	N;DEF;PL
´aw	´aweke	N;DEF;SG
´aw	´awěk	N;INDF;SG
´aw	´awe	N;LGSPEC2
´aw	´awman	N;PSS1P
´aw	´awm	N;PSS1S
´aw	´awš	N;FOC
´aw	´awtan	N;PSS2P
´aw	´awt	N;PSS2S
´aw	´awyan	N;PSS3P
´aw	´awy	N;PSS3S;LGSPEC1
´aw	'em´awe	N;PROX
´aw	'ew´awe	N;REMT
´awsan	´awsa	V;PFV;IND;SG;3;PST
´awsan	´awsabět	V;PRF;SBJV;SG;3;PRS
´awsan	´awsabm	V;PRF;SBJV;SG;1;PRS
´awsan	´awsabn	V;PRF;SBJV;PL;2;PRS
´awsan	´awsabn	V;PRF;SBJV;PL;3;PRS
´awsan	´awsabww	V;PRF;IND;SG;3;PST
´awsan	´awsabwwbayě	V;PRF;SBJV;SG;3;PST
´awsan	´awsabwwm	V;PRF;IND;SG;1;PST
´awsan	´awsabwwmbayě	V;PRF;SBJV;SG;1;PST
´awsan	´awsabwwn	V;PRF;IND;PL;2;PST
´awsan	´awsabwwn	V;PRF;IND;PL;3;PST
´awsan	´awsabwwnbayě	V;PRF;SBJV;PL;2;PST
´awsan	´awsabwwnbayě	V;PRF;SBJV;PL;3;PST
´awsan	´awsabwwy	V;PRF;IND;SG;2;PST
´awsan	´awsabwwybayě	V;PRF;SBJV;SG;2;PST
´awsan	´awsabwwyn	V;PRF;IND;PL;1;PST
´awsan	´awsabwwynbayě	V;PRF;SBJV;PL;1;PST
´awsan	´awsabyn	V;PRF;SBJV;PL;1;PRS
´awsan	´awsabyt	V;PRF;SBJV;SG;2;PRS
´awsan	´awsam	V;PFV;IND;SG;1;PST
´awsan	´awsan	V;PFV;NFIN;IND;PL;2;PST
´awsan	´awsan	V;PFV;NFIN;IND;PL;3;PST
´awsan	´awsawe	V;PRF;IND;SG;3;PRS
´awsan	´awsawm	V;PRF;IND;SG;1;PRS
´awsan	´awsawn	V;PRF;IND;PL;2;PRS
´awsan	´awsawn	V;PRF;IND;PL;3;PRS
´awsan	´awsaw	V.PTCP;PST
´awsan	´awsawy	V;PRF;IND;SG;2;PRS
´awsan	´awsawyn	V;PRF;IND;PL;1;PRS
´awsan	´awsay	V;PFV;IND;SG;2;PST
´awsan	´awsayn	V;PFV;IND;PL;1;PST
